tx_id,r,s,z
1d10c925e56009971470834646a2bb378e7e163a364e3d18a626ef18c5001ad2,31397548530849087400994528097145451359407505104872829919245754149822589368429,2734786815865804162242651425705907224116863125140755523609596242668140130327,ed83d020fbc5410ed4f95366b8288b124289872e7649a06336bac8ccb8a8db2e
6731c8eaa8b3426d82e35d790a3cbb6b8bdf9250a5151ae43de71380fb67df4f,25620911166037213280578695222630488193933596243553379225119304947636863596505,48041506934617787133651423670114490513642172918099848064925006977370650496395,f30c96b7914f1e59cd1d6babc8044a3012b4feb902e8bb83f7bb3fe6c0f31036
780624ecc600d829d44f29b4fa7a44b570556775b16827593bae237f31773951,17337745053284626782314637529545217180151426725442484017427606490679051403960,9343990111926247928963510643000283400401789737808325615848182463969854166939,30efaed358217304baea5ff4df85023847daa846fba8adafe2f4b01ef2a05cd5
29095c26278e23c77698b61ff100dfffae7f1739e4cdad3ce144879b672d56a5,51836019259403023456689370433916137397648093689384013007687881641796387961397,49916995212016644438118286136757453285340063258900306996081530408060543059507,582d9a39df2a32277b933dc82695fadaa2871a63978b51355350b1f2d1118d0f
5f9896b51ec8c114be7873b9c0e336cea0d0272c5318afc1a12d967b87ac0b34,54299161196169912161474570664109068875650415852532517779469644711107146730118,48530794341141230526949461940705510883169503233428984459602662967937773177566,8a3090f345f896504b18c8023bd65d2d653e9a7bc23a795ccad2c920df95eda9
cc3adc501275413c966cbd0574ab35631c8dd11472f7aadcd198f41b1402d8d1,11638898795533489310871746471453876241095467072597611882704552741188274079132,55591490609252237713193810021821333655207021695302602246462159234634577976224,4471af10c10df308e60edcd09604d4c443494cfe6f3ae3ac19ca6f940fa54059
9aa070391785e0be209b54cfb26c0e64815ee47bcc5a4703ce0cc6ec3037beb3,42857798746921176660565647370936268206044107385601735740639340177779331287966,16239730437432660826151745844167538564297409195360355902303676693690767723819,6ec8821ae6f53780d32fe70bf13847ecc9ff10daa9fd9d97656231bac50dfad0
2f49676e057a988de0fde42d11c27c3b7f2168dde34fdd4a2dd0c124f055402a,39558342103873050796820336278358400140085537098858802115167669298255443247777,25762506229015369690702752443776112787448873262417514334883044163395506853434,3e110e155f4b1812051022ba604d881102a0aa7ffc7b1b3c9f6158ffabf72acb
99f12ae707c77e6059a418ba28fb7a3a242212907c09603ea33e1fa4128cf0b4,42254167496782125118711708471566075881768489262272871320570453851125945650966,56388492676813846592995050378912763328803883382485286899505317536428345409262,e6fd054202fc697f9dc4a3161ce9d6453ee2f1b680066ee2d086afd5959e2014
18733d8d50967d7d01cdc157077a0019e0cec390a05621b38f7684bd224f7766,14955072998579619113321553867799126203367156313215820601707775171122724756728,40940036032334945826551883459444211560197655440684795982896005867172411963916,8d7288c99dbaabd52d9275d68dadb75a9bc75d7943c02f8fa272ea4852ff8026
a8907355358626312a36d1fe52bb5e364a6ee364243d97ccf89a9147b0a05be4,42355640666693708748773474493024440593328395778234860397203139885787688415924,4414827216296992585865447465280600677179435430291375891618581402672389960592,f6598bd9eb8d85b3cbee3ff342430873900cbaf4054faedef63f03b267571e3d
1decc491e173c8b8e19f71142094ceb6dad5fb19edc7a6a88edc50f04bc9de6c,27390830950209536810234830925974567719840125011698196735670234612140704490809,21922419321967447017751165811415985599608858715393448134597118573875616044637,5a67c4ac9d9b36e3accbe3accf0ca9db2bbaf84d7808e43ac249568bfba6503e
b9c8306b8c8937b657561c93c9c8861dd7f1bdefef9c3a7f1844ebffbf68cfb5,54194722191350413505637375957550689931647437092347025756439349730882325184907,12750019246782165884638827845774604499155257957864065516938006568473091033739,c2c8ff593eb46a634bf679bfdbb8047d5b8bed708cd603fc664b5104d1cb317e
c8d320ad5875b4182fa11f1fde8547cdd77882d0b8f401c35e174188653a4ffe,43094793039639773398789255499202731008581799370922133430877990396454715844584,30858124781756831422810308897157231463493220788341497899633676025435444449609,f5bd68fdf5307165543a7e419b4dee3adfa8bbc343336588ae8d12d7ef586825
0163c12fc60ea6db1120e373bbb7bf2d178fe5d266a2163ba874d22318c5a092,45049643505965206522044369446571501096182374118819511472630089027791899711872,46139698281809658842284864451419696656876908655608372923206171113286175827365,6b03dc7000c224d72549e8360c41239bebdb45b223c547869d3fe6bcb47e8ba6
d45dbcb43dfa74e887dd6ba2c5b1c325066f6df2714ff734f0e539c12030b75b,40555077792424232588380834381709455417367651824814496492396264189912803591089,47553383939020932245106864766651782123447172685021981101087918670959546852069,d004d5c53afc6cb49f877da6f3929feb0e75cee098ea4fe0697974d658247a8d
3d92e1725f28ffcb01de4b238f82514dff08777c1e1f62aee723ddaf43734164,6025280520351885965918736358624954091493255830978085631820516211829047207736,39702914402952189808810711684856726780847230072872712379722879585387286939541,6bc57f52cb5af90eddc650aeff095d3bba46a9ddeee9c2d4fd1e1af52a7219e5
4b3a6e8bf8fa689ff8289720f6941284c5dd17fb8b5cacdc351d55da2cb92f8a,34341531705390871423656431560755513007176466835988497529744604198269502680244,38474493791092712697253745394139291290294980400611800578684137739985883021105,66af6261f997e11891d214aae2b767250ed04dbcac577c0eb97a1a510a652795
bf0ccbe68fdc885d617ef61bea9e5049d40f2c5dd7d133480ad518bc604140e4,5977199153325369652153964650968861028464540969406831396349004993324015940892,1976967898657501106881773312602630185811433875651387522686524934607022419266,768d36bf5fffc0391971f0e7ccc4491faefd61b027d2195c56c1e0393d59a5e1
f57eae3ece0746e47d5c8af39803df5a0c51290425449759544fb01d05e02db2,47530832514290855687965029097940348722603316419111907564299807222626293089610,19078754880635377311752151602846095711843365826028966007188934081937687474640,e9f05ed2054c4b3bea3964c61f5d39b20263a7b1bb489ed105a7886dc15cda5d
06b194933f058b9ff67db22fad6b337d806792ba2edd8198c48c246fe0f10be2,48943078680197906605378794605580367488232290097455899262115822211871720252527,19299118714713300337867398753780267267894283316730708314513182474388675916622,717ba0a3ce95fa713fffed8538b92ba667e9ae46f8d8d741abfb83e6d62cfc3d
f7be2e34d83bee84707fb819b762011ff0a79377a3139b9dadb8653c657db3ea,20376805271219811129684496613348472618009635635430688900559996669181440255855,5999238814709587160290065086162189424889193171669591126493218125122634052732,e1cb5b7a7721a2b8f7fbc3a1e7c9ef5ef0a587551470b23c6b774da0eacd93a3
35e8b68508e6f8c63defa1c3d62fdd42abe6685e197f109ac8ea7efe4783e2e9,52476102116868587073064908156629131153457073844619620403911664202112031334227,30525392954694966548810043805843333154265013743348767747915031749948796244037,e942283389ddb29fe42c09187808eb73f3b6415d1c6f2cfbfbd54378cde51250
f4d1a4be09f4aaa61f2d8d25dd4dc297bbf9fffb247ba271b7de248f852b7c42,21494511447977183119970029818343607182938743870549286863397421335585769444871,32685183532239736911535534136956212041643257156046982658937496137809392439857,4e5d23bcbd8599c12cf5a9375bca38a74eefaeb8bc467923feecea4610de06fe
f48161130f07ca146fecd59a88da101cda11b870f978c5872ab2b7dcab2b266d,55133337702441529523761625692876922565915560780260995153160993084556770816507,34630602905519278627142538679808766782235613754966361389773598794070726737053,bc0c9e447b03b20df73383612b411c0620e1194fc5f1f13276b9f1d458495ea7
05d3085287415ccdcb59c8dde350faf74c279955f0fae5f06582e75f761df7bb,37315303151420881028955445938614024346121301776247065560619524459639795731664,3125849488270679719390282953005812895348392220621349754430391637657855692442,0fe395f141b3857b71c009c9a25b17c0925d700e1f96517a78b6fe91f7d62666
c9dd256b7cf45e4f1cc42a7a5247ef0b608ba5c7ee46d05b00eb70d5f35a3dc3,3276320221173481428706648497380811082784032149187342078941316259140878087190,49163259761894011450286499600095570139280982460042454486393067774959819420937,d43d8c702b2d65b7d550c4762edf7f5a9a9ce8581b279ae476be389e1bae4978
529f92cfff3c8cffdc1dc295782f06a71e971498dbbfe90eadf64310330a043c,42344682503326692191052687587465779730671090035522774943497930979137731953432,1485844323123434013459203403033136338779455314533940393647048405223483590897,1fa7d86da943041733160012aadbaf5b88608da30594675d3b3bea58b81f18e4
8ed04c1ff52fedc9caac594550ef9c23265ae6f026eefdd732fb07d8958b319d,20674345344461596484660656837698845169759157717432895530253451931628797453249,12035145693615753180324827659334709846304459772504043855755896778259108991804,f60f900e0c10dae7cb94f4e5848507f3cd9b52b274cace1d55a4175fcc10b31f
3c626ee930ae1d492ecb1926d6f1c6ec43d0097df8c0527c3abfc16bb31d8889,50760581775441246346237656450705669614994264367059319471217534552714724947758,31985463130395551124647522263466034012028798431615716197219457898412446566217,47f9a7f8ee4a25d668d9bf14499f954fac94fd79ec6816ae1d6d381b6c8bb4c0
f7589d8153eb426d2978fe052336c8d020c4273a3f6d1ce331d1a3909fe12d08,29581319906542247597394136395904238566764204658264421322810170580019594454752,10239881348333775948062812226512726729991856572665708521580934932630964964582,2ba40d5e10879e8f04dcb1c5b665693b95c25200d6bbab0db1874672a074bf83
c88aff60ccee0c4e8b6db0250e9f09d08c24f344b0260066e808700d81203543,42067964513914740502386520443340428437757654248330298449313535166158597426132,12878362227877151205598902745263809014020375095051114125744986557464064422491,e37aa893a34650ccb43c2e905f99189e6ce9e77e0aae9be04b2cd7024d631e25
986ead701e31fe46e3a372d667dee10e3c87ea0549bfd9da92fc9b2e0b5a935c,56379847176437514347595981572902368941973280219737151976664309883818343390574,56429264289469450863307649512240155103898905667454118712443304269706764988867,f1b80b1943e0d84692de13e08f53b60ec603cf5269ee336d958043207a614466
69d11b5ae9946686da6cfdfd9a6c1200d45ab8e1e1e94abfdbea535b76e337ae,37573730241736531454214523626543888444926696648618873779084670998939460554934,3812526800042054507386770592691501250608576584253742096092663956441726723587,8dfdda23481bb6a4e8d9451aae9cbd86547b485b239a91212773a81646c513d6
48628832dbcb4089a8a9d1d6033d1f765397c00f341466659424db16378ca415,23658555867522492286223543631639426068051766483701203775159623510268799833337,3633174579847017316981260746848741197957527889254799079822138652082534996712,5e377d3f14d1362f5e617359041f894cbef603c44c5a761bb2ae4e2427b7bca0
b631b5ded68ca87a855e6c6cb62b790da241ecf50a29ced1ac7af4846f2b2c4d,7449350149221622961345845090207020880917364811743021284138652881938866787033,51133692950240626281940103115825700711898594810937692146162808076542117371113,9225657167e37cee12e1355c71ea649dd78e6bccec9c71edee12dc0d07514cc4
1befe210188e9d7273e5cd1a69dd605d186ada1621ef41c5be7df764663459fe,230974489580488862090730250966393840430746441253947718305601628472005517791,51073901287817943616672206892960693592844868709914423609975727424796522711463,6212610b8dbd9a47067a0a59ba1ca469261f181ee2225050e4688cc83f3924ca
10aafd6fb5f5b4b96e2b8c0afb77d7b2cde0adb8323d89446815d245debf503f,3338242591240497834584639791745214563415809834430713764064790044864759367333,57700423705488952218993005424717095899350729801839846436015261206835958233398,f02753107f62bc590f1971d6a5918bdfb801c4b6123f0a5e53c426dc96e120bf
8dc16e8d31b757c03591d2d1a90e438b3c2ebf5f33839d962ccebbc9a92d6e99,49339953042517587666689784924252560568706706217179510226256595848628691357230,27421671693145901725007004413373291435652661385988276214576654707001945355631,0e18a66acaf37443bafd9105a027707115db2a180ce997fb426ead5024532fb6
fc154f9b489cc1bc2c2b1d2d52b221bc1f822d12d22fd5971955eecb7777934b,28414820431607420664383831351719158319681480988878744276400942008274786953137,14041397831459837868471668887001594520799848215311037735228418155538079730285,c93c8dc2be7cac52c02fe45d6ab290060a9c48253b616d6dc9813c2f49e13236
af3108dd510c0e8aa333b19fae17c1be2d3c13d57ef2a4f530fff39f81b3ad06,11910329597890762522181185294314747050435161176196529390647112981172909123319,5500509166982562936077684759194247421716616415323464861965118994295910867961,a13d5cc4e3ca2a163130308dc58aaf214e9c5057b7387b9ff2a582bb1109ccda
22446e52dd995e4d96c5aff7863ac125cb933de9b5d1b607a332ac187b99cdff,55557271787946481137717056347801887950153296585518909173900888907945137447635,30798881734743865242469388788073416275088220192626400875066331280898204820627,242126862528bd822958e579e9c9f995c8e01aceb1b7140c316760f8dd4a0c18
53a34aa2a21035e28edc8f02cfef3bbd59024968998cb0506d3b5ff587d1cffb,15000060218083341767006742766625068359308061840255762368127879830290651607348,7909167355202030405847799218938501506478443381122955480269351912200947058577,ca6e05ffc9258512e23e8ddfd5430bc50986f6b54e1ccff9334f014785404fe4
de9fe9c2c0365d16dc6660a0a3cfd5654fc712af3d319b53ad1d0619f7829f8f,25494493375320108046128431606912405705519118157875569134429015661154100859739,48614984600994133928639596129584375318856148790594286249610848547416141109700,a990ee44a8bff972bdd4dafdd5bad31c0bb53fb1fd8b000c3627307ea4a1f921
118f9ca51d8d0023fd718382d99f9a196635ba60366977be61b38611d1eeb574,41457402586275284597865352194312589850662102766219388570591355504300530931388,75121187444451041178095249796000199145590126274010789740729936786370483354,f10a57d17fde72a216ab271df7413beab2b61f6828b3987455687b15995ae7cb
eb9e200c7712beb30fdf30b97b42f08e33ba95322afb40889f0383377cd31d01,20178064754644851653856487573346476870710927096834011367361471800989678138340,10439683710776619163464815789477118788425772920278350450635386403787690610013,5bd0e4fd2b601723599682aa2c4496d9d1bddf4d094bc04c22f28564dd3d9ce9
01a5f72aa363cd7f3dd9cd3145bcdab6d7cf823e51e58bc0888d0b04967bf8a1,56314409889257981501729156939692051240569790324746121285174318536476007797509,18565959947281286177158382139995664583888574030161246511274189601520220143467,88a4063afe11a64ada1b2d803bc5e2f465d593a07e3110a47aa24915e1cb3661
23e4e76741ab4fc0b96e7411cb3e8fd202b5791fa104df8303142d76d957d889,12297519361631243015442222310277127248554775598163206537335772390181757266194,54029771230125000259930542062478992337148703534192595671353425356323965863585,357772c17278592e35909b8a0597f9facb6311ab2ca26452caa79b5ccd14c80c
4ccd0df68c82fa945b755b13a72b60ba4c75193b91b43fc2b949cf98fb102cb0,51144093742582152557529502341798971120527868505396081958139895464069988660238,36733987849557361506571387339400324592026451791251663472437004739975955577335,e6e519b836532a2325eab7d760ee22a18948144b1ee9eeb8487982f825340bff
a018867860de087ab07bbb18f5a603b613ae5662f6b5695a19eb5e5f6421fbc7,15161543645756657233925993515273214919339085088622034991445380910137010826906,33775707904131212797440019237790902372382910525425539937804678198524113572178,e105d4c8563ba2753867c2076ef5d091f48bd9fadf00df158301108961730be0
a542f1a39f2588d6702de6b9ea84ac5f38d3cfd80087e4fea14b152ebb228902,24661838492411990070023455366843058046557047030202694145972302236183049757280,39332830412381107437253696572467539201143110801172498090003585650142442436158,0cf0f7189b9228e5eb1969203d97e88663247e12bcfbffae1b0ae22f68ea9c13
03cafa695b5c0e1c3f140907a78d9ceae151fc4d394103eb580279bc200f5732,49262775039448635215503984643954238991929520561875553372211112599345519901918,27979955024045613275639163432542356128745772320006230609886500604381030755117,0aae7b218a5afff41b23da3846fb5be46b2a3bed404bd1190a15366f9e7f356a
d531d059f5ec6c58fad57ed019d7be9dc8157298083675e6699e0ed98dd1833f,42416558932482341848338478736082910961946292696265916853993109444480728093458,15275326698073975932465353051501475297007158014017107316484246521789460435102,e132481aca87d465c5127e994ec8c9e32085a91b95cd5a40a1147e3791576d98
e26529871eac4f7f816eb0460d09e5b2807684c5c981c09df2483b20cc183718,31401799569578276902513449707146884819467072775278856055068993038754032356457,36001725721449803706627376831084184047532166448717002005158467600293180287311,aa32e68bb509d7ca427dd03ef4f37c17086af1d567cd1740085b67e91b4809cd
276608a1c4f544b24c1d37c6b44046c86ad7d1ea6fe6abfa803b3fc09b469692,30805475504063066954104430120114753017993041705585839832785719988985058688039,48481351982327274893093348653593338819914374720239976895184867393534679694276,e81530f448cabe2e07c451d83b21064635bf5593de445704e7e9de0ea661f2a8
b0247445cd70723b46919cd7b5be635293cfaad545f85f82cf8e724cb74c6374,51178327156382520814714681564769299408939096137253358815053997104818546590368,8809950525281018232927483043861871490071639330731994116148764918007797234394,198650ccb3ae2063af755a1d12bfaac7d7479692bf6d6e910721ef04ce02d4e6
dfa8afb71dadaf3d677865ec5f51d11824d346cfeb43d1ac829a281432ce9d14,50807771504571172919977782291241764282207706870008410089394353771177437936464,31640951859982302457442590758849376584177551568981965675486759131897711799589,67c09ca304bc970f2edf215fd3249babe07907c8d04b2862cb8d2889f7cfb743
9b4c0894a426b8ea17bcc874ae24c6b271465aab9d1f0ee9f013230594c669c6,1237418103530339126819752563084920568053602217638083397452828442176785836544,42838829535370393776158817691246307547809393094693305879811168273557971428491,dd105950922fc60b8817de9cffa717ebe4eb7d7d85033684aedb5556efb335e2
a7c0da895eeeb4ef2c143fd6084e2ae8bc543233df5b084917bdc37b853cc7ac,52964606522284301826197882737531225792746913826538088789144646488844955793070,14969442623118710904645291486318858949157394621935299442502171753164246306692,c8c42086ee1749ed0819b99eeb7436fd1be15b26b96d897fff8712dde6773b11
db4889586b4604e4d49aed73029efb407464a592bb6d5c244a828c848051b8fa,40311361109195456118546749049563167429082725583618535752032670148262347556706,30325831982998415464759427289839144966895248915422837263388084390982113065545,ae93bd377e13d511c990996d8a510b144ebaeb8f1f492c209542ca562d106761
3c805124ef59d819a3e50a94921052ac9574afeccd4f5124c4dcb223865c0980,15889865646743914669239719516307975731792446305113803616476028332647441199940,37248106317467331330625768704723366713299777433381871672177752650557807783549,cb0691f92098b5adccd6978e53ef2fb34ed3e477812dc93aecc0595174728611
44f28cb74e98a3cc16addd92a25527c68637b4cf4897f3446306fd8deaba7036,43789459703930663073040217028105311416390118187726420026326867671299345031130,28978692084645776996647890753651689350639205137125609648470422692609296106811,8445623e08a3061fed154daf32746dd1230e06c7b7fb06976dde21ed3db5fec7
e96adeffdc8fe118733f56cdb5e22c259bbca1202b3970ae24996f7f68bc69c1,55735990093312440602612334317022277819194071237550313914083122076898620172611,49647335676117529249413732144777396712361911604441569221210316480329271408612,7115f892db657fca0baaedb2e270a5d65c848de17db9c503b9134d5734b7fa32
32fcc93de4da5e2e6e45a907eac28aae31d4e2d9d10db948a46232410b963a10,35763670200310430057349681921068555945759622878521389305938056292626250959272,53104120680261112985027584933051473874569745095850794207374365103376751861988,0b1fb47674aab9552c12acf66c2b55fdcc2d7c098208ed9e24b68361b7cb0136
22f98061268c9e3aea7b292993741838ef72269276c593f8d3b4671b078c114c,54287878576968975575608026933493761136815307339549540143316757789975823343640,850997683164988227001588472724890583843996967279372516958528066026543141896,889a75b2ec9b9b5de7bc2ebf7db46ca7bbe589c9f5d3026a2dcb4b1fd4c4c7c8
1eb0d2c3a08f323a554e1aa8a0b30bcac4d0beb6e4b88881b47bdcc4ceba91ba,12437042273033514709518796686671201825810901850983139029756371631243382969898,14543118982552974392789346218806888092998506412320610083630891238088075875958,d99b871c14a3411605d91a19fff79fefe0252cf0f0025e06fcc80fe15d56a283
e508cc8d502fcf60121d363ca911cd56664f59d99760427855eda60900d71185,43752580609188060268642559925488853634491663152814912885407293765379335945613,17730369670207128510006156588115886886600265333573074055140944845089463798715,16ad8dc3aa2c9eefa914b0fbab78a88c2dc0bf7effe5f23c06f4d44a8c6c9a07
ef2fa1a9fe353f993235abc97cfa239dde7a8de4088bf5b62643d74d1140d026,4434831135292262803791996630931457226205333569809459677659700206934343222935,53508814136646915787646798251787382770062238233322515222098901498919135641854,9e31350ad14157a233c54260efe48560bd8bbe01e6a74efcd8d5193cf4cb7ebd
19f60814773f901e4bb6725b07a51c0aa9a6e56628a45413e0775b96ddbc88f1,38882559954000372744753034130896345343472243722608464532958280490828895763538,4243356003859636057156498727020923691065316477008357252983554190484716349040,15b448eab8d0abf10726c302645ee79b4ccdb7cdb7a727930558bbf41f01b237
888ad1f2d5c86c0ab32ed6b6c68a1374a63c530a423fa261eb27e65261c07592,46813128616561508675262779104236129333213045455262709404137272845057334874828,38027677076965214168499624090265333458671226707902181026259389670004158521863,d08b1c71b20960a3d5e17fcb1b8cd483b4c741cf6c956a6743bec4a1cfb0d08c
2838552fe45db17d44b170c8c43fb98f9b76afb28f8be57454c8dc6ce81d9b38,30177414498588525438578817787197515588177586940259564898329230633859200890017,46597142902669414190047894321128986843630514433838302455047114964824370409863,1ee73e7140df96408d011c377fc16bcb95bbd60763c6e072b0d4799c5abf98e8
60f3c1495843ffaf2698b7db31d3e89ab159c3c38d3cf40c91b471f5c49e3c3b,51529892942140480159089299050343566753917221298917715863008993549599658532457,25945716438734621979682846116158018597606777219162655913031771478536004735734,f38c080ed66abae22d77a39af83e422a3dd8d7bab8b8bbc6ad1c0326a7c637c0
a2b449bbf7dfa90d7d4eb6d92160a731ec86117d95f0266588277d85027d5c95,33083764098862286173734958488267256790614888759233739829065604065947502269527,54431859069416326088124354372934814727646277063053200528699289066126664426076,4e32f48cf6c6390a32f77760ff76f34fd0115fd6c1c561fb71beec7b507d72f0
5a79a88d3c84455a967957a0914f8cf52d44dcffd065a90132b2e15f350e5612,16781406737288921662411603506495703192399306681582216673271431287695028171895,24013684756719422537572716946617625978527033831515211786042272059296560962603,76fa8664a145db573357245170254b0b6dabf7745c940d625ac973d6ede99ec7
6784398adf7e500a86485ad1301eae617a146a8639b0fbf7345b3a9892518f17,4248826276204700970637991033057061199984766943658840693784543711817176627703,12615309278943847161605299725180956618454893897901762918934512173168339844129,137d6b2528a237198005b485f0bce8755b84400ec97080fe4b6a67e40e69b230
a57ab4adc2bad2d70a0132890493fd2b06484bacd445ab65d7cfd1cf1b5b651e,45862412011218925529171094809894044490361470221411628653336614238988904894390,2861169150644313655852143937940845534908059688829426902015654578042741693199,408a5a28f877d99d718ce852ccbfa5bbdafab8c97081c235f5734ebaae7bdbaf
02590d8bb6d919bde27c643c8206fc3c519b4b98927e44e116807099d3501cfb,26570705725367236872808401590193504933187057772629751424222307533705066090277,35195101762890136219586110923707426915735442076754230389463503303705733498665,e61aeb1691af49eddbe7dc0e7a20e006c941b58adab1ae813a862918bec1424b
8dc60bddd8b67bad1f21d91e36d29062359864687f06faf44443b830379f1163,19697961399676456683218977162084209385444354186750588177822459317284488552752,39794548094858810819911655225759026032137622829747413761791141166778079371710,b89cbae0b996e8292dce014cdf509f721a037844dc74c076cc9754fe73413f1b
377a06f96d95fe085a1aacaab34bcfe1e929b02d10c41c8734f98cb8cd4d7e79,41986797550805825816825322623792631022740468704500346881751154884498493574118,12620022229837318998686756213572577916798226702975283382094538838359114000500,13e9c843bfe37e4edc9847a1cde2f5fe820cf7dce5ae41059219750226108e21
bbdf5d6fcb0426a7d9c532e4c99ef1c0fa17d60022589133fa2d2dd4b424e08f,37290332161543909829416134423913860389520501952401409497698847591362030514565,39831330505222074095198754226598367828690656507800618326371197559372601491608,84545040f2f53684274891735be77483d907d900f29bcf333183f471ef55e6f6
e5829a9f6d3ce1c79ed7a97cfcf9ca2655f143edbaca7a34e0e6ddb794ff3ac9,24317942794285861204208068385783923452157324829185884101241226197785138902404,19266572103929286748732526800556082448566858703763752854681206629102295367776,f181a3df3a6a16ee547603d84e40fcf744d67a8de42018985ce7894523a40022
c6715d241ebd3158d6ba3c3d5ae495054a4b8ab118029437bdddb56abca4fec1,35116986227916964892454442839007143109385678255538613781101937358989984283635,19817198670441298001063033472518837595566653764733625425296249822864649802854,7a6e7c269e5488b6b87c4a06832dc6d69161d8875d0669c247d9400afbfaa8f2
16f86cb39b1fe2a2b5dc41c3679e737ff91abb3c44a9fe88586dac0f6baeab27,20732956870772354272231488252910840924050847472520779494312596750133783763367,25269097744938896337074988852813290348599613397455522316769083823261128637850,03488bcfdc1b628074aae9c061c64ecb1f50800c911ee93fd6eec4428499bb3e
32c08ed0eba7b3d61d9ed702faef0891944b5446f0d00fe4972a61ab6d6e05fb,24929314295649377601320016647153695627040983567823766283543799527883327675517,50627018153342426458231135818812004726511623323910662082527697076567606044505,bb177ee059cfb5563de3683eb9d8c36245bb5e61293b286991f27dde9a5d9e75
734ec3e7b35a17922a94601935313be5e0e5a149f1242a29e19d275c6dce2561,13290641040392450848827269342894466930566779246301222015226573622716701602806,5517140389364170485128572627237003040666924958719773015848300450524881102504,0305ecc56ea353b9602b1fc933c205f6738144dceafb576e8911f0c60aa9037e
b036ce2e970eee1e5c50e79af45e9e5523c3d910188135932323880c2f54f259,47078320172992065341424640275110490542841440651342189332068521830703721613607,27886374905406452287891188086286774684038659699480818324601302328971961457801,75267ce8f7c40fe34dd760ac0c32112c5b26b13faad264d03e773ab3cabef8d4
88c2b631397b9a31b3cf48095efcf50eb4de401e3c5c13420122d170fa4b2bb6,37477232017563070686858482959626081870362803736982450330730310673552897809699,11836929139112336127328079667120840891744652901767234941488052953411681093769,3b7991f768a26d2abd7868132327f7dcd1b9b0ab26d2a734309ee2406bae2cb2
be2538981f959e95b524a918708bb8796094dd4c56ac2848f408a8a4a2d9da9d,28286959696531701962103409231343851207375553172803952774925130105794949593691,34079404875309499187742000083190854246801708298945354667369573124305772023749,facd4cb3f8edd185137318544f1074b20957458b05323c74964626ef707a439a
